

Remind me to go to gym today at 5:29	go to gym
I need a reminder on 8th and 22nd Jan	Not Found
Remind me to do pushup 5 times a day	do pushup 5 times a day
;_&():((&(__:;; ---&&- {script#} alert{script}	;; ---&&- {script#} alert{script}
I want to ask you about 500 and 1000 currency notes which are we need to change from bank	ask you about 500 and 1000 currency notes which are we need to change from bank
Sory for inconvenience sis..... Actually I woke up on early morning so I couldn't pick ur call.... Anyway thanks a lot to reach me.. : )	Sory for inconvenience sis..... Actually I woke up and )
Reminder for Mehtab birthday on 11 Jan!	Mehtab birthday
okkk nd if my mummy pick it up then dnt say anythng jst end da call	pick it up then dnt say anythng jst end da call
I dint get any remainder notification	Not Found
Remind me to collect report at 7:00 P. M. Today	collect report
Remind me to recharge my metro card in 1.5hrs	recharge my metro card
Plz give me a reminder tomorrow at 10 A.M to book tickets	book tickets
I had asked to set reminders only for a week but I'm getting reminders from the past one month	getting reminders
Hey add reminder for caling abhay surana payment	caling abhay surana payment
Sneha I need to buy furniture at 3pm remind me	buy furniture
Remind me to go washroom	go washroom
Market opens at 9:15 remind at 9:10am today	Market opens
Can you keep a record of my bije service so whenever i need i can see it?	keep a record of my bije service
Hi. Remind me to open coc after 8.45 hrs	open coc
remind me to study the gastro system today at 7 pm	study the gastro system
Remind me to pick 'ameya's lehnga and jewellery' at 6:00pm	pick 'ameya's lehnga and jewellery'
What do you think about this, will poor farmers who do hand to hand buissnes go under loss while they have savings to buy their fams and stuff... What are the demerits? And merits from this... What Is a middle man what's to send her daughter for higher studies to America, who has savings of lakhs of rs for her daughter.	Not Found
Reminder to purchase extension cord at 7.20 pm today	purchase extension cord
8 april at 11:55 PM	Not Found
Also keep alarm at 4:40 AM today	Also keep alarm
Remind me I want to renew my car insurance	renew my car insurance
Remind me to eat food at 8:43 today	eat food
Any other chat boxes than reminder?	Any other chat boxes than reminder
I need to ring it as alarm	Not Found
Remind me to wish Mansi Happy Birthday	wish Mansi Happy Birthday
Please Make a remainder to take lunch at 1 pm.	take lunch
Remind me to pay kotak bill tonight at 9 pm	pay kotak bill
On 23 is my friend birthday please remaind it	Not Found
Can you remind to take treatment?	take treatment
Can we send massage to others.. schedule	others.. schedule
Thanks. Can you remind me via text too?	via text too
Reminder to buy a tablet	buy a tablet
Remind me tonight I want make imran's flyer around6pm	Not Found
Hey.. I have a conference at 5pm.. on Friday so do remind me at around 2 pm ...	I have a conference
Heyyy remind me 2 tk meds at 2.00pm for 3 months...	tk meds and pm for 3 months...
Alarm 8:00am every day	Not Found
Please mark a reminder for 2nd december 2016. To visit 2 customer at Sanaswadi	visit 2 customer at Sanaswadi
Remind me abt my exam fees on jan 7 at 8am	my exam fees
Reminder doesn't get	doesn't get
Can u remind me of going to movie on dec 09	going to movie
Remind me to ask the same person about room rent and cash transfer	ask the same person about room rent and cash transfer
Is there an option to call more than once in case the call is unanswered?	there an option to call more than once in case the call
Set reminder for 30 december 8-30 Am for driving school	driving school
Meeting Reminder Date: January 24, 2017 Time: 9 00 a.m. Meeting with: Basirhat Tender Venue: Railway Tender	Railway Tender
Pls remind me to renew my train pass on 8th Feb 2017	renew my train pass
Remind me to write to xavier(X?D) - Timezoned (T) 1T,2T,... n Series/anime's over theme of different times zones !! Let's see what the future looks like - Time a physical entity At 16:00hrs on 2 Jan 2016.	Not Found
Please remind of few things	Not Found
Want reminder for walk	walk
Remind me at 7am today	Not Found
Remind me at 2'o clock to message a friend	message a friend
Yeh	Not Found
Remind me to excercise tomorrow morning	excercise
Can you set alarm for tomorrow	Not Found
I want some caption about life	caption about life
Aunty speeches to upload in pendrive..pls remind me about that on saturday	Aunty speeches to upload in pendrive
At 10:30 remind me , hotel panchvati some work	hotel panchvati some work
Set the alarm for all working day	all working day
Remind me to take fish tank heater	take fish tank heater
Extremely tnx for remind me	Not Found
Please change the reminder time to 11:00AM	Not Found
Can u keep two reminders for me please?	Not Found
Set reminder 6am everyday	Not Found
Set alarm for 10:30 instead of 8:30 only for tomorrow	Not Found
Remind on Wednesday at 7.15 to watch obama farewell speech on. BBC	watch obama farewell speech on. BBC
Pl remind me on Monday 26th December 2016,5am to switch on STAR TV	switch on STAR TV
Is it mandatory for the data to be on for getting the reminder	it mandatory for the data and getting the reminder
Thanks for reminding in the afternoon...	reminding
Why did I get a call	Not Found
Is it.a call.reminder	it.a call.reminder
Can you remind me to take eyedrops every 3hrs?	take eyedrops every 3hrs
Account attached remainder	Not Found
The reminder was suppose to be for 8pm	Not Found
Remind it	Not Found
Remind me to give the envelope to Ayesha. Timing 8 pm	give the envelope to Ayesha. Timing
Please set a reminder for Monday	Not Found
10:30	Not Found
Will u remind me for exercise	exercise
Can you remind me to return the Myntra product at 10am on 10 Jan 2017	return the Myntra product
Remind me about turtle beach tonight at 11pm	turtle beach
Hey set a reminder for today around 11 am	Not Found
Vitamin D3 reminder on11th at 9 PM	Vitamin D3
Remind me for studying still 4 pm at 11:15	studying still
Calling to 3 date	Not Found
Remind me to take xerox	take xerox
Please remind me to have dinner in 10 minutes	have dinner
Wakeup alarm is in morning right	Wakeup alarm
1 pm call for medcine	call for medcine
Remind me at 11:00 am tomorrow to take my marksheet with me.	take my marksheet with me
Before leaving for the exam remind me to take the check and receipt for the fees	take the check and receipt for the fees
remind to collect info about voting in my society	collect info about voting
Could you please remind me to collect some documents from my sister	collect some documents from my sister
Pl remind me after 1 hour please	Not Found
Remind me to return money to canteen guy at 1.00 pm	return money to canteen guy
Please remind for my electricity bill payments tonight at 9.00	my electricity bill payments
Thanx Omkar am at Canon	Not Found
Can I know reviews about pathanjali kesh kanthi hair oil	reviews about pathanjali kesh kanthi hair oil
11:30 am reminding me for sale on flipkart	sale on flipkart
Set a daily reminder to buy eggs at 8 pm	buy eggs
@4.45	Not Found
Have to call today Ajjubhai at 11.30 am	Have to call today Ajjubhai
And call	Not Found
Just remind me to take my study board tomorrow 7 am	take my study board
Remind me at 1 jan for prashants sons birthday at 10.30am	jan for prashants sons birthday
Will u be calling me or will the reminder be in my phone	calling me or will the reminder be in my phone
And how will I be reminded?	Not Found
Remind me to SMS Rabari mad emb at 3:30 pm today please	SMS Rabari mad emb
Remind me daily	Not Found
I will let you know if needed	Not Found
Please remind me to kiss tanmay pradhan	kiss tanmay pradhan
Yes. Thank you.	Not Found
Remind me to pic CM Boi at 11 am	pic CM Boi
Can you remind me post 8 pm too?	Not Found
U also set calendars n events?	Not Found
Can you set reminder on monthly and weekly	on monthly and weekly
This last task remind me in 2 hour	Not Found
Remind me to eat egg	eat egg
Please keep reminding me at every 1 hour	keep reminding me
Remind me to write about load and vehicle details	write about load and vehicle details
Can u remind me every week on particular days like Thursday,Saturday,Sunday in evening at 6:00 pm to visit temple..	particular days like and visit temple..
Akash do you have facility for monthly reminders?	Akash do you have facility for monthly reminders
Remind me about Cashback expires in 05 days starting tomorrow 12 pm upto 05 days with day count decreasing successively.	Cashback expires and count decreasing successively
Please remind me to make dinner for rohit at 8PM	make dinner for rohit
I want both wakeup calls	wakeup calls
Pls remind me I need train to catch	catch
Pls deactivate all the reminders	deactivate all the reminders
hey can we pause these reminders for a few days	these reminders
Please remind me to ask my father for whole body check up on Sunday	ask my father and check up
Band kar do ye reminder...	do ye
At 10 Am	Not Found
6 pm remind me for order Milk	order Milk
Remind me a tv serial on sunday 7 pm ndtv amazon fashion week	tv serial
It's an intra app notification that doesn't help reminding me actually	It's an intra app notification that doesn't help reminding
Hi I need a reminder to pay rent & maintenance pls	pay rent & maintenance pls
Hi Khushboo thanks for the remember	Not Found
Ok.....it's a call right	it's a call right
I have one more to set can I??	set can I??
Deactivate my reminder	Not Found
Also remind me at 12 05 to confirm from me	confirm from me
Remind me at 6pm today	Not Found
At 8 am why did u send reminder of brinzox?	brinzox
Call siddhant. @ 10:45 am	Call siddhant
Thnku	Not Found
But i want this reminder daily	Not Found
Won't need the reminders	Not Found
Remind to pay credit card bill	pay credit card bill
Remind me to give documents to ashok mama tomorrow morning at 9 am	give documents to ashok mama
Set my reminder	Not Found
Thnx Ms Tanu for reminding me !	Not Found
Just remind me at 5:15am to get ready 4 exam	get ready 4 exam
Can you remind me to eat something every 2 hours starting 1:30 today?	eat something
Call tomorrow Shyam Bhaiya 18:00	Not Found
3 alarms dude	alarms dude
Pls remind I have to do my homework	do my homework
Plz remind me to mail the quote at 12	mail the quote
Plz remind me evry day plz	Not Found
Alarm on December 30 6:30am	Alarm
Can u help me about allo app	help me about allo app
Remind me after one minutes	Not Found
Reminder for filling reimbursement at 2pm today	filling reimbursement
Hy will u Remind me something	Not Found
Reminder at 11.15pm today oly	Not Found
Kindly give Reminder 2times atlest	Not Found
Reminder for PAN at 9:30 pm	PAN
I want to add another remainder	another remainder
Can you remind me of car foundation servicing at 11:30 am	car foundation servicing
Remind me at 3 pm tomorrow to send flowers to Dadu.	send flowers to Dadu
6	Not Found
Remind me to take out print of sal slip at 14.30 hrs today	take out print of sal slip at 14.30 hrs
i asked to remind from 12 noon till 12 midnight	Not Found
Mujay 6.25am 6.30am and 6.35am ko call karo today	ko call karo
Remind me to buy a refill at 10 20 am todau	buy a refill
Remind to pay rent	Not Found
Reminder set?	Not Found
Delete that remainder	Not Found
Reminder today at 5 PM	Not Found
Please make a reminder for everyday	Not Found
Will i get my 7 pm call	Not Found
Who will call me ?	Who will call me
U just talk about the reminder thing n nothing else	Not Found
You will call me or ?	call me or
Wake me up by today 6 am	Wake me up
Please remind me on the 28th.	Not Found
Can u schedule this time for rest of the week	Not Found
Remind me on 3rd January	Not Found
Remind me to learn speaking English	learn speaking English
Plz unsubscribe this reminder	Not Found
Can u put two alarms for me	alarms for me
Can you remind me to go for fuction at 3 pm today ?	go for fuction
can u plz tell me something about this app	something about this app
Please remind me that my fnds are going for outing tomorrow with me	my fnds are going for outing
Every year I want the reminder	Not Found
I already said to remember daily about zoho	daily about zoho
Remind me of id at 9pm today	Not Found
Thanks for reminding me..	Not Found
Sure thx	Not Found
Remind me at 7 pm	Not Found
Wil my phn ring during reminder	Not Found
Remind me that I need to buy a c	buy a c
Set a reminder to get study at 10:00 am of todat	get study
Reminder to buy fruits every Wednesday at 6pm	buy fruits
Thanku. Pls make sure I get a reminder every alternate days from Saturday .	Not Found
Remind me to install uber at 2.30am today	install uber
Remind me to take my admit card at 7:00 am today	take my admit card
Also a reminder for every month for loan payment	loan payment
Do I need internet in order for reminders to reach me?	Do I need internet and reach me
Remind me board bus at 4:30 pm	board bus
can i pls get a reminder at 7:00pm today	Not Found
Remind me tomorrow at 12:00pm to make a transfer form	make a transfer form
Can you remind someone else about some activities on my behalf	else about some activities on my behalf
Yes. Good job. I am impressed. I would love to be reminded everyday	Not Found
Remind me to pick up the laundry at 7pm.	pick up the laundry
will u remind me for making dinner	making dinner
Thank you for the reminder :)	Not Found
Can u remind me to check fridge at 10.15 am today	check fridge
Remind me to search for uceed....	search for uceed....
Remind me to take a pillow.	take a pillow
I want to set reminders for location	location
remind me on evey thursday at 2:30 that ..there is a toast master event at 4S or 3S milan	..there and or 3S milan
Can you just delete the last reminder I fixed last night.	I fixed last night
Call Sowmya at 8	Call Sowmya
But send me reminder from 10.30 am to 8.30 am	Not Found
Pls go ahead	Not Found
I want to set a reminder for someone else	someone else
Reminds	Not Found
Remind me to make payment of Dhamma Reliance Energy on 02-01-2017 on 11:00am	make payment of Dhamma Reliance Energy
Reminder for booking tickets to Kota on 22nd November	booking tickets to Kota
Remind me at 3pm to take bag from shelly	take bag from shelly
Pls remind me for job healthcare for tomorrow at 4:30pm	job healthcare
Pls remind me to chk indian overseas bank tomorrow at 1pm	chk indian overseas bank
Please remind me everyday.	Not Found
Also remind me to leave for bandra by 11am today	leave for bandra
Can we sync birthday dates from Facebook?	we sync birthday dates from Facebook
Set a reminder at 3 pm	Not Found
Wish Birthday Name: Atharv Date: November 9, 2016 Time: 4 00 PM	Not Found
Hi. Can you remind me to meet my son before British Council around 3:30pm, set reminder for 12pm.	meet my son before British Council around
Reminder for dr appointment tomorrow at 5:30	dr appointment
So 2 reminder for 29th Nov	Not Found
Please remind me to send my article at 10.00 am on 21st	send my article
Thanks for remind	Not Found
I want reminder at 1.00pm for going to corporation	going to corporation
I need a alarm on 1:51pm today	I need a alarm
Reminder about disconnection of wimax tomorrow at 11.30	disconnection of wimax
Alright, your reminder is set for 09:00 am on Fri, 30 December. Have a great day ahead :)	set for 09:00 am on Fri and Have a great day ahead :)
Thank you so much for the reminders !	Not Found
remind me 4pm	Not Found
Please set five minutes interval reminder before that	Not Found
I turned iff all reminders	Not Found
I will let u kno	Not Found
Set a daily reminder	Not Found
Call Kalil/ Lic rajendra@ 11am today	Call Kalil/ Lic rajendra
Also remind me that i have to go for friend meet at 3 pm	go for friend meet
Morning alarm shraddha	Not Found
Can you please all alarm reminders	alarm reminders
Plz set it in way to notify me for what the reminder is	what the reminder
Also set a reminder to book tatkal ticket on 13 jan	book tatkal ticket
Morng 7.30	Not Found
Call me nw	Not Found
Set reminder of drinking safi at 11:45pm	drinking safi
and remind me to complete the internship project	complete the internship project
Akash. Remind to speak to Harikesh tomorrow at 0900 hrs	speak to Harikesh
Please set my alaram 4 30 am November 26	Not Found
I want you only one time to remind me pls	Not Found
Remind me to get iron clothes from shop at 10 pm today	get iron clothes from shop
mk sure tht mujhe everyday jarurat na pade reminder set karneki	Not Found
Remind me today evening at 7pm	Not Found
Can u give me a reminder at 8pm today?	give me a reminder
And remind at 7:05 p.m in the evening to logout daily	Not Found
For yr remember to me I want to on my internet	I want to on my internet
Sure. Can you remind me everyday without me having to tell you?	tell you?
Remaind me to take tablets 10.30	take tablets 10.30
Hey ...could u tell me about this app	tell me about this app
Okie enough reminders??	Okie enough reminders
I wana set a reminder	Not Found
Can you please reschedule this reminder for one hour????	Not Found
Can u remind me to text papa after 5min	text papa
Just one day reminder to design	design
G	Not Found
Why nt	Not Found
Remind me for the travel , please.... Need to board the bus at 4 pm today so need to leave at 3.15... Thanks	the travel and board the bus and leave
Do u have any idea about PMP	any idea about PMP
Zahra	Not Found
You forgot to remind me	Not Found
Want to know more about yu	know more about yu
Kindly remind me to print air ticket tomorrow at 1.pm	print air ticket
Thanks for the reminders prabhushankar	the reminders prabhushankar
Why did you guys called	Not Found
Can yu remind me to go to I.T computer class tommorow at 2PM?	go to I.T computer class
Set the remainder of practical at 2.40 pm on 5-12-2016	Not Found
Call me on 7977461526	Call me
Remind me at 9 am	Not Found
I need to call ashish today at 9.30	call ashish
Remind me tomorrow at 11am to unpack velvet suits	unpack velvet suits
Could you set it up for everyday?	Not Found
Dec 11 prabitha birthday .. please remind me on Dec 10	Dec 11 prabitha birthday
What if I miss the call?	miss the call
Same reminder at 11.30	Same reminder
Remind me to message everyone and wish happy new year at 11 o clock tomorrow mor	message everyone and wish happy new year at 11 o clock tomorrow mor
Remind for 4 pm	Not Found
And a same reminder for 6pm	Not Found
Remind me at 11:55 today	Not Found
Thanks for the reminder!	Not Found
Give a general reminder at 10:23 pm	Give a general reminder
Remind me to get background pictures printed from Duggal Shop	get background pictures printed
From calling yeah SMS REMAINDER	Not Found
Remind me to meet wood fire grill on friday 3pm	meet wood fire grill
Set the alarm for today	Set the alarm
Why wouldn't I set a reminder on my phone itself ?	Not Found
Today only remind me	Not Found
I wanna add a reminder to play football	play football
Hi today at 1pm please remind me about NMIMS	NMIMS
Can set a reminder for me tomorrow at 8 am	Not Found
Reminder for Facebook	Facebook
9am	Not Found
thnks anjalii i already make my plan	make my plan
Can i get a call along with message ?	Not Found
Remind me to Purchase diary on 2nd January 2017 at 8:30 pm	Purchase diary
Remind to enter cheque details after 30 mins	enter cheque details
I want you to set a monthly reminder..	Not Found
Hi reminder on 3 december at 11 am to deposit rent money in account	deposit rent money in account
Hi can you reschudle this reminder on an interval of 2 hours	Not Found
Wednesday call harshita by 10 am	call harshita
I need reminder from 10 am to 10 pm	Not Found
Have u set 2 reminders?	Have u set 2 reminders
Thnku fr remind me	Not Found
Thank you Shraddha. Can you schedule this reminder to repeat every day from Monday to Friday?	repeat
Pls give me reminder at 2pm on 3/Jan	Not Found
Call me multiple please if possible ?	Not Found
Remind me to meet motilal oswal tommorow at 1 pm	meet motilal oswal
All set?	Not Found
Thanks for reminding :)	)
Remind me After 20 mins	Not Found
By wht way u wil remind me?	Not Found
If i missed once then please call me again	Not Found
Reminder me to study workshop at 9 pm today	study workshop
And what about bday	bday
Remind me to go to sleep by 9.30	go to sleep
One birthday remainder	Not Found
Meet doctor today for diva	Meet doctor
I remembered though	Not Found
But start this alarm next week	Not Found
Remind me to check my game status every hour	check my game status
Remind me tomorrow for Social Trade 10th Nov Work	Social Trade 10th
Remind me to deposit axis bank cheque on 08.11.16	deposit axis bank cheque
remind me this word athelin x	Not Found
Remind me to buy pens, meet ma'am and message MEMS sir	buy pens, meet ma'am and message MEMS sir
Remind me for passport renewal on 5th January	Remind me for passport renewal
Remind me LLB form law college	LLB form law college
Set an alarm today at 12 am	Not Found
Remind me on Friday 10pm about it	Not Found
Please give me an alert at 4:18 in evening..today....	give me an alert
Can u remind mee	Not Found
Ya...in the reminder,remind me about mail	mail
How will u remind	How
Can u remind me to sleep	sleep
I want to set alarm for for whole month	Not Found
Okay then remind me on THIS sunday.,	Not Found
Remind me to download my ncert admit card n upload sissy 's photo	download my ncert admit card n upload sissy 's photo
Remind me for doctor swapnil patil at 9:30 pm	doctor swapnil patil
Please remind me everyday	Not Found
remainder	Not Found
Remind me to take a booster injection	take a booster injection
When did I tell u ppl to start my reminders from 2 am	start my reminders
Remind kr na kl 8 bje form	Not Found
Clear all reminder	Not Found
Meeting Reminder Date: November 11, 2016 Time: 11 15 am Meeting with: Take entry card Venue: Voda	Take entry card Venue: Voda
New reminder	Not Found
Santoshi kumari 02/01/1985	Not Found
I m receiving calls now	Not Found
Remind me to make a birthday video for Priyanshi	make a birthday video for Priyanshi
Could you remind me to buy grocery after 2 hours?	buy grocery
Please remind me to return the book	return the book
I need reminder on 29/11/2016 at 11:00 am	Not Found
Already called thanks:)	Not Found
Okay, let's set it at 4.30	Not Found
BTW how will u guys remind me	Not Found
What u vil remind me bu5	Not Found
Can u remind me today at 3 pm about Jabong gas salw	Jabong gas salw
11.55 PM on 8th Feb	Not Found
Can you make a schedule for me for the meals n ol	the meals n ol
Schedule my meeting on 8 th of December 2016	meeting
Plz remind me to submit degree form	submit degree form
Reminder for wht	wht
Remind me to apply for cms exam on 24th april at 7 am	apply for cms exam
Set a reminder at 8:40 PM today	Not Found
Set me a reminder on lic payment today at 11 am	on lic payment
Hey remind me everyday to go for meditation at 3.50 pm	go for meditation
Remind me to go to gym tomorrow	go to gym
Pls set this reminder again for 12.10 pm today	Not Found
"29-12-16 at 10.35am, 11.20am, 12.30pm (3 Reminders) ""Make AS remind for KLA's Pipes & Structurals"" ------------------------------------------------------- 28-12-16 at 8.35pm, 8.50pm (2 Reminders) ""Make AS remind for KLA's Pipes"" -------------------------------------------------------"	Not Found
About sim card aircel 8:00 am tommarow	sim card aircel
Calling after magrib to javed msc	javed msc
Remind me after 50 mins today	Not Found
Please remind me to clean up the BAG	clean up the BAG
I want to schedule for everyday	Not Found
Remind me to send an email on Thursday	send an email
Ok good but are you dure i will get a call all the time	get a call all the time
Reminder plz	Not Found
You were supposed to call right	call right
Can you set a todo ?	Not Found
Remind me to send calendar invite to anish	send calendar invite to anish
Remind me in every 2 hrs	Not Found
One more reminder at 5.15am	Not Found
Every 15 minutes u should call..	call..
But that reminder was set at 11am	Not Found
Pls remind me half an hour in advance	Not Found
Read my message again. It has multiple times for alarm	multiple times for alarm
AC reminder 10 am	Not Found
Remind me after 5 minutes that i have to study	study
Hey remind me after 56days	Not Found
Please set me a reminder.	Not Found
"Remind me ""be oraganised and systematic"" today at 8pm"	be oraganised and systematic
Set one for 7 am also	Not Found
Thank you	Not Found
Remind Ashwin at 10.00 pm	Not Found
Make a schedule for tasks i have to do today	Not Found
Remind me on 05/12/2016 at 9.00 pm that tomorrow I will do lunch at Office...	I will do lunch
Remind me to carry a mehandi tube along at 7pm today	carry a mehandi tube along
Remind me to take case history of perio at 2 pm	take case history of perio
Ohhhhh ! Thanks for the reminder Vanisha	Not Found
To remind	Not Found
Please set daily reminder	Not Found
U should just call me	call me
Remind me to give money to my senior on 01-01-2017	give money to my senior
can i also set reminder. .... to take a walk every 30 mins	take a walk
An morning alarm	Not Found
Remind me to register benifiary on 23 12pm	register benifiary
Set shedule for my 6 hrs study	my 6 hrs study
Hey will you plz remind me on today at 4.30	Not Found
Can you remind me everyday for exam preparation?	exam preparation
How you will remind? By sending notifications?	How you will remind and By sending notifications
I need one more reminder	Not Found
Please deactivate the reminder for today's grocery purchase	Not Found
Thanks for the reminders....but I went offline :-)	-)
Set a alarm	Not Found
Are only the rescent reminder..?	Not Found
Remind me tomorrow at 8 pm for Dil hai Hindustani at star plus	Dil hai Hindustani at star plus
Do I have to stay online to get your reminders?	stay online to get your reminders
Remind me 10 min later to sleeping	sleeping
Just reminded me tomorrow to fins gym.	fins gym
Reminder for 19th January 8:15 PM Thursday for dinner ready	dinner ready
Set after every 4 hour	Not Found
6 clock in morning remind me today	Not Found
Set me a reminders	Not Found
Remind to pay my vodafone bill by 10 pm today.	pay my vodafone bill
Remind me on the 24 that we arebhqve christmasa	we arebhqve christmasa
Did you know about dragon ball super?	dragon ball super
I need a daily reminder	Not Found
Remaind me as to do some important work@ 7am today	do some important work
Tomorrow morning also remind me to recharge my np	recharge my np
Daily remind me to go to sleep at 11 P.m	go to sleep
I have a meeting at 10.30 am day after 23.12.2016. Pls remind me	meeting
Remind me to check with my bank for my loans, phone and to collect the car documents	check with my bank for my loans and phone and collect the car documents
Hi, set me reminder at 10pm Tonight.	Not Found
Set me a reminder to recharge my mobile	recharge my mobile
Who told u to set up alarm today	set up alarm
Please set reminder	Not Found
Sir kindly remind me for calling of Flamingo Pt r Regarding Sumit job on Sunday since 1pm	calling of Flamingo Pt r Regarding Sumit job
remind me at today 3 oclock	Not Found
Set me a remainder	Not Found
The call will be automated?	Not Found
I want to add a reminder	add a reminder
Till such time situTion becomes normal how to get cash for small purchases	get cash for small purchases
Pff this reminder	Not Found
Please remind me at 8pm that I need to reach delhi airport by 9:45 pm on 22nd this month	I need to reach delhi airport
Ok so Set me A Reminder To message Mokshada At 9:00	message Mokshada
I need to wish prince 2maroo remind me	wish prince 2maroo remind me
Can u say 4 2=	Not Found
I want more reminders	Not Found
Today 18 34 remind me	Not Found
Can you please make a ring tone of the reminder	Not Found
Tell me my schedule	Not Found
Also for 6th Jan put a reminder to meet the physio therapist	meet the physio therapist
Plz give above reminder tmrw	Not Found
Set a reminder pls	Not Found
Remind me to buy eggs today at 5:28	buy eggs
After 1 hour remind me for birthday wish	birthday wish
and put more remainder at 4:35am also	Not Found
Please remind me tomrw	Not Found
Can u please remind me today evening i have to meet pf agent at 6 pm	meet pf agent
Remind me at 4 pm today for transferring rent and maintenance	transferring rent and maintenance
Remind me to come online	come online
What was the reminder again?	Not Found
Wanna do one more reminder	Not Found
remind me to take change	take change
Make dat reminder gap fr 2 hr	gap fr 2 hr
thanks for remainder	Not Found
Can you please explain me about dnd	dnd
Please remind me to cal Thomas tomorrow at 6.00pm	cal Thomas
Reminder after 5min	Not Found
Can u plz set a reminder to take medecine before lunch....	take medecine before lunch....
13.3	Not Found
Remind me to watch sathya darshan at 9 pm today	watch sathya darshan
Remind me of teeth clip and dress at 2 pm today	teeth clip and dress
Hmm thaks for reminder	Not Found
Today's reminder at 8. Prepare a report.	Prepare a report
I need to change the reminder	change the reminder
hi can i setup a daily reminder	Not Found
Marriage remind	Not Found
Thanks, can u remind me this daily for next one month	Not Found
I want to set reminder at 9 oclock to put snacks and sweets into bag	put snacks and sweets into bag
I want to set a alarm	Not Found
Plz remind Monday meeting with Goenka & Tuesday meeting with sports ministry	meeting with sports ministry
Please remind me every Thursday at 1:40pm for meeting with Avdhut Nandikar	meeting with Avdhut Nandikar
Remind me every year	Not Found
Remind P forStackhead follow up for October and November Renewals. List of Dec Renewals will be sent by Accenture to us.	follow up and Dec Renewals will be sent by Accenture to us
Reminder of BiRtHdAy of my friend on 2nd January	BiRtHdAy of my friend
Please reject my reminder	Not Found
Can you repeat the reminder for every day	Not Found
remind me to buy royal canine tomorrow., at 6pm	buy royal canine
I want to learn fluet	learn fluet
I m nt getting any reminder even if I have kept it	kept it
Pls remind me about esugam	esugam
Remind me to do rtgs for cement on 5th December morning 9:30 am	do rtgs for cement
How are you going to remind me about this?	Not Found
Will u remind me abt talking 2 mom abt braided material @ 8.00 pm 2 day	abt talking 2 mom abt braided material
Thank you.. Will request again if it's need to be a daily reminder	Thank you.. Will request
I want a daily remainder at the said time	Not Found
Gm...	Not Found
Also remind me to drink tea at 7:15	drink tea
I wanna to get my box plz remember me okay	get my box
In fact I tell a lot of people about it	lot of people about it
Testing one reminder	Testing
Remind me to oil my hair every once a week	oil my hair
okes thnk u for reminding me	reminding me
Pls share me a happy birthday cake photo	happy birthday cake photo
Remind me to take stuff	take stuff
Can you make a reminder for tution	Not Found
Can you call every 30 minutes?	Not Found
Remind me tomorrow for leave at 10 am	leave
Yes Deepika remind me everyday	Not Found
Hi Neha, this is your scheduled to-do list reminder. Have a nice day ahead! TASK - Functional Analysis Books	Have a nice day ahead! TASK - Functional Analysis Books
OK set it for me	Not Found
Next week 30th Dec Friday, pallu birthday, can you plzzzzz remind me in morning at 6am	Not Found
Remind me to take a photograph and brief intro at the same time	take a photograph and brief intro
Can you set a reminder for shopping	Not Found
Hi shreyansh need to call up Mr chaitanya on Monday 14th	call up Mr chaitanya
thanks for remind me	Not Found
Can you remind me to study every 15 min	study
Reminde me to lunch	lunch
Actually I want you to remind me daily at 5pm..so that I can work on it.	Not Found
Well will you remind me that I have a romantic date tomorrow evening.i am so busy in work	Not Found
Make the reminder of 3 hours	Not Found
Can you please remind me to book train tickets	book train tickets
Can u set a daily reminder for me	Not Found
Yes remind me every day	Not Found
Then any thing interest about this app	any thing interest about this app
Remind me at 10:30 to pick clothes from Boutique	pick clothes from Boutique
Remind me to buy new clothes on coming Monday at 2 pm	buy new clothes on coming
Remind me to apply for the leave	apply for the leave
I have to schedule one more reminder for tomorrow	Not Found
N again remind me to cal daddy tomorrow	cal daddy
Set reminder for driving test on 31 dec 9 am	driving test on 31 dec
When u will call me then tell me about institute fees ok	institute fees ok
change medic reminder to 11.30 am everyday please	change medic
I know about ravidas park lanka Varanasi is this couple park?	ravidas park lanka Varanasi and this couple park
Thanks for d reminders Arijit!	d reminders
Thank u for ur reminder	Not Found
Thanks khushboo	Not Found
Remind me at 8:30am tomorrow to make a copy of dads house key	make a copy of dads house key
Hi alarm for today 12.50pm	Not Found
Remind me after 20 min	Not Found
Hey please remind me to go out at 3:30 pm	go out
set it for daily	Not Found
I keep forgetting the things so I need reminders badly and is this service available outside India too I keep travelling	I keep forgetting the things and this service available outside India too I keep travelling
Can all reminders	Not Found
Remind to message Yuthika The Hindu	message Yuthika The Hindu
Set reminder to send fitness motivation pics	send fitness motivation pics
Remind me to do some personal work at 11 55 am today	do some personal work
Pls set a reminder on Monday to pay Airtel bill on monday	Not Found
You should remind me at 11:59 p.m. on 28th of November i.e. Monday night	Not Found
Seriously?	Not Found
Can you remind me again in half an hour?	Not Found
Also remind me in night	Not Found
Can you extend my medical remainders for more 5 days	Not Found
Yup and set one more reminder at 3.30 am	Not Found
Thanks for the reminder. I have got it. But just a small error in the name... it's repace 50.	But just a small error
Yes u can remind me around 11 am 2pm 4pm 6pm 8 30pm and 10 30pm	Not Found
Please make it two alarm	Not Found
What about medical shops Wil they accept it tomorrow the old notes of 1000 and 500	What about medical shops Wil they accept it tomorrow the old notes
I need a reminder for my jogging and workout shedule	my jogging and workout shedule
Thnku for reminding	Not Found
